date,symbol,open,high,low,close,adjusted_close,volume,rate_1year,rate_3month,rate_10year,cpi_core,cpi_headline,ppi_final,gdp_growth,vix,unemployment,dividend_per_share,dividend_growth_pct,return_outlier_flag,volume_outlier_flag,daily_return,log_return,volatility_10d,volatility_21d,volatility_63d,vix_change,vix_jpm_corr_21d,vix_jpm_corr_63d,term_spread_10y_3m,rate_10y_momentum_5d,rate_3m_momentum_5d,rate_10y_momentum_21d,rate_3m_momentum_21d,dividend_growth_yoy,gdp_growth_rate_qoq
2022-01-12,JPM,168.4600067138672,169.58999633789062,167.17999267578125,168.44000244140625,151.10215759277344,12568000,0.48,0.12,1.74,285.18,280.845,132.26,21988.737,17.62,3.9,1.0,0.0,False,False,0.005672312879635655,0.005656285891100399,0.2346092294444567,0.21438111105803545,0.20210182952919548,-0.042911461162411735,-0.27509104151251235,-0.43124550132227546,1.62,0.030000000000000027,0.03,0.32000000000000006,0.06999999999999999,0.11111111111111116,0.0
2022-01-13,JPM,168.33999633789062,169.80999755859375,167.88999938964844,168.22999572753906,150.91372680664062,13623400,0.47,0.12,1.7,285.18,280.845,132.26,21988.737,20.31,3.9,1.0,0.0,False,False,-0.0012470423264282493,-0.001247820530746628,0.23527195221377714,0.21435583033055355,0.20000133026846348,0.15266742338251982,-0.30442074703459887,-0.41728124842608455,1.58,-0.030000000000000027,0.01999999999999999,0.26,0.06999999999999999,0.11111111111111116,0.0
2022-01-14,JPM,160.75999450683594,161.02999877929688,156.89999389648438,157.88999938964844,141.63804626464844,40158400,0.51,0.13,1.78,285.18,280.845,132.26,21988.737,19.19,3.9,1.0,0.0,True,True,-0.06146346484357068,-0.063433494404371,0.42432663869611,0.3133607694683392,0.23412451041933394,-0.05514524864598702,-0.1346202040074891,-0.30962034514176795,1.65,0.020000000000000018,0.03,0.31000000000000005,0.08,0.11111111111111116,0.0
2022-01-18,JPM,155.77999877929688,155.77999877929688,150.5399932861328,151.27000427246094,135.69947814941406,32324800,0.58,0.16,1.87,285.18,280.845,132.26,21988.737,22.79,3.9,1.0,0.0,True,True,-0.04192777485886989,-0.04283211226526095,0.45701172331889234,0.34151160178139733,0.2487815317921994,0.18759770713913482,-0.36096273918850147,-0.3570495183924614,1.7100000000000002,0.09000000000000008,0.03,0.43000000000000016,0.11,0.11111111111111116,0.0
2022-01-19,JPM,151.57000732421875,152.22999572753906,148.5500030517578,148.92999267578125,133.60035705566406,22380000,0.57,0.17,1.83,285.18,280.845,132.26,21988.737,23.85,3.9,1.0,0.0,False,False,-0.01546889584526423,-0.015589787542473357,0.3887751306672289,0.3368289825719738,0.24883354529553425,0.04651162790697683,-0.35644689308064215,-0.35562072073839246,1.6600000000000001,0.08000000000000007,0.06000000000000001,0.42000000000000015,0.12000000000000001,0.11111111111111116,0.0
2022-01-20,JPM,148.99000549316406,150.61000061035156,147.36000061035156,147.66000366210938,132.46107482910156,14860800,0.6,0.17,1.83,285.18,280.845,132.26,21988.737,25.59,3.9,1.0,0.0,False,False,-0.008527538785602418,-0.008564106280029826,0.38688191898993773,0.3327031328723453,0.2472329480834757,0.07295597484276728,-0.3464632831081705,-0.35721429041763936,1.6600000000000001,0.09000000000000008,0.05000000000000002,0.40000000000000013,0.1,0.11111111111111116,0.0
2022-01-21,JPM,147.5,147.50999450683594,144.27000427246094,145.0800018310547,130.14663696289062,20705400,0.58,0.17,1.75,285.18,280.845,132.26,21988.737,28.85,3.9,1.0,0.0,False,False,-0.01747258860157197,-0.017627035985742594,0.3696824859399966,0.33202232700885653,0.24890335278069736,0.1273935130910513,-0.3478302700897085,-0.3714661585425907,1.58,0.050000000000000044,0.05000000000000002,0.27,0.1,0.11111111111111116,0.0
2022-01-24,JPM,142.27999877929688,145.47999572753906,139.57000732421875,144.9499969482422,130.0299835205078,28471400,0.58,0.19,1.75,285.18,280.845,132.26,21988.737,29.9,3.9,1.0,0.0,False,True,-0.0008963231406131644,-0.0008967250783947352,0.3545460252539132,0.3311447141612257,0.24686463548460078,0.03639514731369142,-0.3438203109335477,-0.37614247645923626,1.56,-0.030000000000000027,0.06,0.29000000000000004,0.11,0.11111111111111116,0.0
2022-01-25,JPM,143.64999389648438,146.85000610351562,140.7899932861328,146.52999877929688,131.44737243652344,18915900,0.65,0.19,1.78,285.18,280.845,132.26,21988.737,31.16,3.9,1.0,0.0,False,False,0.010900477548642318,0.010841495577251177,0.36957571987120463,0.3340267992763938,0.24827217067768978,0.0421404682274249,-0.3262070885709495,-0.3713480531667937,1.59,-0.09000000000000008,0.03,0.28,0.12,0.11111111111111116,0.0
2022-01-26,JPM,148.72000122070312,150.57000732421875,145.9600067138672,147.9199981689453,132.6942596435547,20709100,0.7,0.19,1.85,285.18,280.845,132.26,21988.737,31.96,3.9,1.0,0.0,False,False,0.009485828312265188,0.009441120348556905,0.3809390530938598,0.3355117568563205,0.2491949756155306,0.025673940949935803,-0.31689100156683175,-0.37067186531825347,1.6600000000000001,0.020000000000000018,0.01999999999999999,0.3700000000000001,0.13,0.11111111111111116,0.0
